Business_Name,Location,Review text,Rating,Tokens
Paragon,"Shanthala nagar,Bengaluru",it was one of the best things to happen when kozhikodes most famous restaurant opened up shop in central bangalore,5.0,"['one', 'best', 'thing', 'happen', 'kozhikodes', 'famous', 'restaurant', 'opened', 'shop', 'central', 'bangalore']"
Paragon,"Shanthala nagar,Bengaluru",we ordered a wide spread of dishes and everything turned out to be good,5.0,"['ordered', 'wide', 'spread', 'dish', 'everything', 'turned', 'good']"
Paragon,"Shanthala nagar,Bengaluru",the food was insanely good after a long time had such great and authentic food going to come again many more time,4.0,"['food', 'insanely', 'good', 'long', 'time', 'great', 'authentic', 'food', 'going', 'come', 'many', 'time']"
Paragon,"Shanthala nagar,Bengaluru",really nice food from this legendary chain had mango curry and biryani it was hands down beating any other kerala biryani i had eaten,5.0,"['really', 'nice', 'food', 'legendary', 'chain', 'mango', 'curry', 'biryani', 'hand', 'beating', 'kerala', 'biryani', 'eaten']"
Paragon,"Shanthala nagar,Bengaluru",visited this restaurant for breakfast tried open butter dosa which came with coconut chutney and sambar,4.0,"['visited', 'restaurant', 'breakfast', 'tried', 'open', 'butter', 'dosa', 'came', 'coconut', 'chutney', 'sambar']"
Paragon,"Shanthala nagar,Bengaluru",as a mallu enjoyed the food here,5.0,"['mallu', 'enjoyed', 'food']"
Paragon,"Shanthala nagar,Bengaluru",we went for a family lunch here and the food was too good and yummy,5.0,"['went', 'family', 'lunch', 'food', 'good', 'yummy']"
Paragon,"Shanthala nagar,Bengaluru",excellent,5.0,['excellent']
Paragon,"Shanthala nagar,Bengaluru",was a great experience reliving the paragon food and taste which we have devoured before in kerala,5.0,"['great', 'experience', 'reliving', 'paragon', 'food', 'taste', 'devoured', 'kerala']"
Paragon,"Shanthala nagar,Bengaluru",absabsolutely fabulous food we came in a large group and everyone thoroughly enjoyed the food,5.0,"['absabsolutely', 'fabulous', 'food', 'came', 'large', 'group', 'everyone', 'thoroughly', 'enjoyed', 'food']"
Paragon,"Shanthala nagar,Bengaluru",the food was insanely good after a long time had such great and authentic food going to come again many more time,5.0,"['food', 'insanely', 'good', 'long', 'time', 'great', 'authentic', 'food', 'going', 'come', 'many', 'time']"
Paragon,"Shanthala nagar,Bengaluru",all the dishes were amazing,5.0,"['dish', 'amazing']"
Paragon,"Shanthala nagar,Bengaluru",horrible,1.0,['horrible']
Paragon,"Shanthala nagar,Bengaluru",hellocan u add more snacks options in online food deliveryits a request,5.0,"['hellocan', 'u', 'add', 'snack', 'option', 'online', 'food', 'deliveryits', 'request']"
Paragon,"Shanthala nagar,Bengaluru",service is very late food is average,2.0,"['service', 'late', 'food', 'average']"
Paragon,"Shanthala nagar,Bengaluru",over rated dining spot,3.0,"['rated', 'dining', 'spot']"
Paragon,"Shanthala nagar,Bengaluru",food quantity was too low got a hair in food gave a review to staff they were not biered to even take feedbackpathetic experience,1.0,"['food', 'quantity', 'low', 'got', 'hair', 'food', 'gave', 'review', 'staff', 'biered', 'even', 'take', 'feedbackpathetic', 'experience']"
Paragon,"Shanthala nagar,Bengaluru",well served and food was delicious and tasty and i liked it very much,5.0,"['well', 'served', 'food', 'delicious', 'tasty', 'liked', 'much']"
Paragon,"Shanthala nagar,Bengaluru",appam and chicken stew,5.0,"['appam', 'chicken', 'stew']"
Paragon,"Shanthala nagar,Bengaluru",the chicken was stale in the chicken biriyani and atleast 5 days old the staff just didnt care,1.0,"['chicken', 'stale', 'chicken', 'biriyani', 'atleast', '5', 'day', 'old', 'staff', 'didnt', 'care']"
Paragon,"Shanthala nagar,Bengaluru",food was good and service was impeccable wait time to get seated was long and service can be slow sometimes tried the iconic chicken biryani and fish starter it was excellent and will recommend,4.0,"['food', 'good', 'service', 'impeccable', 'wait', 'time', 'get', 'seated', 'long', 'service', 'slow', 'sometimes', 'tried', 'iconic', 'chicken', 'biryani', 'fish', 'starter', 'excellent', 'recommend']"
Paragon,"Shanthala nagar,Bengaluru",delicious food liked it very much,5.0,"['delicious', 'food', 'liked', 'much']"
Paragon,"Shanthala nagar,Bengaluru",an unforgettable birthday dinner at paragon restaurant,5.0,"['unforgettable', 'birthday', 'dinner', 'paragon', 'restaurant']"
Paragon,"Shanthala nagar,Bengaluru",good food and ambience for family lunches liked the biryani and elneer pudding,5.0,"['good', 'food', 'ambience', 'family', 'lunch', 'liked', 'biryani', 'elneer', 'pudding']"
Paragon,"Shanthala nagar,Bengaluru",the quality of food has become so bad that its become one of the worst tasting food ive had in the recent past,4.0,"['quality', 'food', 'become', 'bad', 'become', 'one', 'worst', 'tasting', 'food', 'ive', 'recent', 'past']"
Paragon,"Shanthala nagar,Bengaluru",food taste is good its can recommend have to visit if u r in bangalore,5.0,"['food', 'taste', 'good', 'recommend', 'visit', 'u', 'r', 'bangalore']"
Koko,"Jeevan beema nagar,Bengaluru",great food and good service,5.0,"['great', 'food', 'good', 'service']"
Koko,"Jeevan beema nagar,Bengaluru",chiranjit has been extremely professional in catering to all our needs the food is extremely good and top notch highly recommended,5.0,"['chiranjit', 'extremely', 'professional', 'catering', 'need', 'food', 'extremely', 'good', 'top', 'notch', 'highly', 'recommended']"
Koko,"Jeevan beema nagar,Bengaluru",ronu was amazing serving us food and ambience is amazing they also have valley,5.0,"['ronu', 'amazing', 'serving', 'u', 'food', 'ambience', 'amazing', 'also', 'valley']"
Koko,"Jeevan beema nagar,Bengaluru",raunu was of great service he took care of us throughout very humble and kind person,5.0,"['raunu', 'great', 'service', 'took', 'care', 'u', 'throughout', 'humble', 'kind', 'person']"
Koko,"Jeevan beema nagar,Bengaluru",chiranjit was very polite helpful and friendly food was great overall had a great experience,5.0,"['chiranjit', 'polite', 'helpful', 'friendly', 'food', 'great', 'overall', 'great', 'experience']"
Koko,"Jeevan beema nagar,Bengaluru",food was not good its overly hyped,1.0,"['food', 'good', 'overly', 'hyped']"
Koko,"Jeevan beema nagar,Bengaluru",amazing ambience and food excellent service by mr chiranjit,5.0,"['amazing', 'ambience', 'food', 'excellent', 'service', 'mr', 'chiranjit']"
Koko,"Jeevan beema nagar,Bengaluru",very good food with vegan and gluten free options,5.0,"['good', 'food', 'vegan', 'gluten', 'free', 'option']"
Koko,"Jeevan beema nagar,Bengaluru",the service was perfect but food was okayish,3.0,"['service', 'perfect', 'food', 'okayish']"
Koko,"Jeevan beema nagar,Bengaluru",dessertsssss,5.0,['dessertsssss']
Koko,"Jeevan beema nagar,Bengaluru",paramesh did a great job loved the food,5.0,"['paramesh', 'great', 'job', 'loved', 'food']"
Koko,"Jeevan beema nagar,Bengaluru",had a great anniversary dinner at koko food was wonderful and so was the service highly recommended,5.0,"['great', 'anniversary', 'dinner', 'koko', 'food', 'wonderful', 'service', 'highly', 'recommended']"
Koko,"Jeevan beema nagar,Bengaluru",food was suprisingly average they do not have a baby care room which was again suprising for a fairly upscale place,4.0,"['food', 'suprisingly', 'average', 'baby', 'care', 'room', 'suprising', 'fairly', 'upscale', 'place']"
Koko,"Jeevan beema nagar,Bengaluru",the service was very average for a premium restuarant like koko and the quantity was good for one kid,3.0,"['service', 'average', 'premium', 'restuarant', 'like', 'koko', 'quantity', 'good', 'one', 'kid']"
Koko,"Jeevan beema nagar,Bengaluru",food was not worth the price they are not keeping up with other fine dine asian restaurants,4.0,"['food', 'worth', 'price', 'keeping', 'fine', 'dine', 'asian', 'restaurant']"
Koko,"Jeevan beema nagar,Bengaluru",dishes we ordered and loved thai lotus root gyoza pan fried momos,5.0,"['dish', 'ordered', 'loved', 'thai', 'lotus', 'root', 'gyoza', 'pan', 'fried', 'momos']"
Koko,"Jeevan beema nagar,Bengaluru",food was not upto the mark i have no clue how is this rated 49 dishes were average,2.0,"['food', 'upto', 'mark', 'clue', 'rated', '49', 'dish', 'average']"
Koko,"Jeevan beema nagar,Bengaluru",had a great experience nawa was very helpful in choosing the best drinks and food on the menu,5.0,"['great', 'experience', 'nawa', 'helpful', 'choosing', 'best', 'drink', 'food', 'menu']"
Koko,"Jeevan beema nagar,Bengaluru",outstanding food and cocktails nothing comes close to the golden maki roll that truffle flavor is just out of this world,5.0,"['outstanding', 'food', 'cocktail', 'nothing', 'come', 'close', 'golden', 'maki', 'roll', 'truffle', 'flavor', 'world']"
Koko,"Jeevan beema nagar,Bengaluru",food was amazing cocktails were totally worth it definitely recommended,5.0,"['food', 'amazing', 'cocktail', 'totally', 'worth', 'definitely', 'recommended']"
Koko,"Jeevan beema nagar,Bengaluru",food was good liked the ambience,5.0,"['food', 'good', 'liked', 'ambience']"
Koko,"Jeevan beema nagar,Bengaluru",good place and nice food,4.0,"['good', 'place', 'nice', 'food']"
Koko,"Jeevan beema nagar,Bengaluru",the food was really amazing mrparmesh was really good his service,5.0,"['food', 'really', 'amazing', 'mrparmesh', 'really', 'good', 'service']"
Koko,"Jeevan beema nagar,Bengaluru",food was really good and the service was very quick,5.0,"['food', 'really', 'good', 'service', 'quick']"
Koko,"Jeevan beema nagar,Bengaluru",excellent service and great food specially drinks with aesthetic ambience loved it and everything was prfect,5.0,"['excellent', 'service', 'great', 'food', 'specially', 'drink', 'aesthetic', 'ambience', 'loved', 'everything', 'prfect']"
Koko,"Jeevan beema nagar,Bengaluru",loved the food ambiance and service true authentic japanese food,5.0,"['loved', 'food', 'ambiance', 'service', 'true', 'authentic', 'japanese', 'food']"
Koko,"Jeevan beema nagar,Bengaluru",everything was so yum from sushi to bao single serve soupy dumplings noodles i loved everything except that the price is too high,4.0,"['everything', 'yum', 'sushi', 'bao', 'single', 'serve', 'soupy', 'dumpling', 'noodle', 'loved', 'everything', 'except', 'price', 'high']"
Koko,"Jeevan beema nagar,Bengaluru",amazing food,5.0,"['amazing', 'food']"
Koko,"Jeevan beema nagar,Bengaluru",good food great service,4.0,"['good', 'food', 'great', 'service']"
Koko,"Jeevan beema nagar,Bengaluru",amazing amazing place,5.0,"['amazing', 'amazing', 'place']"
Koko,"Jeevan beema nagar,Bengaluru",amazing cocktails sushi and small plates,5.0,"['amazing', 'cocktail', 'sushi', 'small', 'plate']"
Koko,"Jeevan beema nagar,Bengaluru",visited koko twice food is great loved the kung pao chicken prawns tempura sushi egg fried rice and chicken in chili oil gravy,5.0,"['visited', 'koko', 'twice', 'food', 'great', 'loved', 'kung', 'pao', 'chicken', 'prawn', 'tempura', 'sushi', 'egg', 'fried', 'rice', 'chicken', 'chili', 'oil', 'gravy']"
Koko,"Jeevan beema nagar,Bengaluru",we had done our bookings via zomato the place was packed and the ambience was amazing,4.0,"['done', 'booking', 'via', 'zomato', 'place', 'packed', 'ambience', 'amazing']"
Koko,"Jeevan beema nagar,Bengaluru",we had a wonderful dinner yesterday everything was perfect from the drinks and food to the ambience,5.0,"['wonderful', 'dinner', 'yesterday', 'everything', 'perfect', 'drink', 'food', 'ambience']"
Koko,"Jeevan beema nagar,Bengaluru",exceptional service,5.0,"['exceptional', 'service']"
Koko,"Jeevan beema nagar,Bengaluru",good service and vibe food was top notch my fav kokosignature sushi,5.0,"['good', 'service', 'vibe', 'food', 'top', 'notch', 'fav', 'kokosignature', 'sushi']"
Koko,"Jeevan beema nagar,Bengaluru",the place is amazing with superb service,5.0,"['place', 'amazing', 'superb', 'service']"
Koko,"Jeevan beema nagar,Bengaluru",exotic food and excellent service worth the money spent,5.0,"['exotic', 'food', 'excellent', 'service', 'worth', 'money', 'spent']"
Koko,"Jeevan beema nagar,Bengaluru",excellent food service as always,5.0,"['excellent', 'food', 'service', 'always']"
Koko,"Jeevan beema nagar,Bengaluru",amazing food and ambience and staff takes care amazingly,5.0,"['amazing', 'food', 'ambience', 'staff', 'take', 'care', 'amazingly']"
Koko,"Jeevan beema nagar,Bengaluru",everything was perfect whether it was the food or the ambience or the service everything was outstanding and worth experience,5.0,"['everything', 'perfect', 'whether', 'food', 'ambience', 'service', 'everything', 'outstanding', 'worth', 'experience']"
Koko,"Jeevan beema nagar,Bengaluru",loved the food and service as always,5.0,"['loved', 'food', 'service', 'always']"
Koko,"Jeevan beema nagar,Bengaluru",the entire team as a matter of fact awesome food yum yum,5.0,"['entire', 'team', 'matter', 'fact', 'awesome', 'food', 'yum', 'yum']"
Koko,"Jeevan beema nagar,Bengaluru",the food was great as always but the hospitality by chiranjeet was beyond amazing,5.0,"['food', 'great', 'always', 'hospitality', 'chiranjeet', 'beyond', 'amazing']"
Koko,"Jeevan beema nagar,Bengaluru",good food good ambiance very helpful stuff members and service was quick,5.0,"['good', 'food', 'good', 'ambiance', 'helpful', 'stuff', 'member', 'service', 'quick']"
Koko,"Jeevan beema nagar,Bengaluru",had a good meal chiranjit was very good at his service,5.0,"['good', 'meal', 'chiranjit', 'good', 'service']"
Koko,"Jeevan beema nagar,Bengaluru",everything was amazing from the food till the drinks server jatin was really amazing with his service,5.0,"['everything', 'amazing', 'food', 'till', 'drink', 'server', 'jatin', 'really', 'amazing', 'service']"
Koko,"Jeevan beema nagar,Bengaluru",the food was really awful each dish on the menu lacked authentic flavour,2.0,"['food', 'really', 'awful', 'dish', 'menu', 'lacked', 'authentic', 'flavour']"
Koko,"Jeevan beema nagar,Bengaluru",amazing ambience with sumptuous sushi dumplings and desserta must visit for all food lovers in bengaluru,5.0,"['amazing', 'ambience', 'sumptuous', 'sushi', 'dumpling', 'desserta', 'must', 'visit', 'food', 'lover', 'bengaluru']"
Koko,"Jeevan beema nagar,Bengaluru",the sushi salmon harissa was one of the best ever,5.0,"['sushi', 'salmon', 'harissa', 'one', 'best', 'ever']"
Koko,"Jeevan beema nagar,Bengaluru",great food brilliant service by steve one of my all time favorite asian dining experience,5.0,"['great', 'food', 'brilliant', 'service', 'steve', 'one', 'time', 'favorite', 'asian', 'dining', 'experience']"
Koko,"Jeevan beema nagar,Bengaluru",great food great ambience great service and recommendations,5.0,"['great', 'food', 'great', 'ambience', 'great', 'service', 'recommendation']"
Koko,"Jeevan beema nagar,Bengaluru",the food ambience is indeed amazing,4.0,"['food', 'ambience', 'indeed', 'amazing']"
Koko,"Jeevan beema nagar,Bengaluru",delectable food brilliant service special shout out to romila she was super warm and prompt never disappoints keep it up,5.0,"['delectable', 'food', 'brilliant', 'service', 'special', 'shout', 'romila', 'super', 'warm', 'prompt', 'never', 'disappoints', 'keep']"
Koko,"Jeevan beema nagar,Bengaluru",excellent food for the occasion,5.0,"['excellent', 'food', 'occasion']"
Koko,"Jeevan beema nagar,Bengaluru",great ambiance and food professional staff,5.0,"['great', 'ambiance', 'food', 'professional', 'staff']"
Koko,"Jeevan beema nagar,Bengaluru",we had a good time raunu was great with his recommendations,5.0,"['good', 'time', 'raunu', 'great', 'recommendation']"
Koko,"Jeevan beema nagar,Bengaluru",the food was good but there were a lot of mosquitos,3.0,"['food', 'good', 'lot', 'mosquito']"
Koko,"Jeevan beema nagar,Bengaluru",service is poor and slow,3.0,"['service', 'poor', 'slow']"
Koko,"Jeevan beema nagar,Bengaluru",the food was excellent and service by raunu was fantastic great place,5.0,"['food', 'excellent', 'service', 'raunu', 'fantastic', 'great', 'place']"
The Only Place,"13, Museum Road, Church Street, Bangalore",one of my favorite place in bangalore,5.0,"['one', 'favorite', 'place', 'bangalore']"
The Only Place,"13, Museum Road, Church Street, Bangalore",this one is the most bogus and hyped place food is very normal but price is very high in compare to service interior and vibe they provide,1.0,"['one', 'bogus', 'hyped', 'place', 'food', 'normal', 'price', 'high', 'compare', 'service', 'interior', 'vibe', 'provide']"
The Only Place,"13, Museum Road, Church Street, Bangalore",best lamb burgers and chicken steaks in bangalore one of our favorite spots for dinner,5.0,"['best', 'lamb', 'burger', 'chicken', 'steak', 'bangalore', 'one', 'favorite', 'spot', 'dinner']"
The Only Place,"13, Museum Road, Church Street, Bangalore",love the food and the whole some nature and the ambience of the place,5.0,"['love', 'food', 'whole', 'nature', 'ambience', 'place']"
The Only Place,"13, Museum Road, Church Street, Bangalore",well made steaks and chicken paprika the portions were generally good value for money but the burger was bland extremely fast and efficient service even on sunday brunch shift,4.0,"['well', 'made', 'steak', 'chicken', 'paprika', 'portion', 'generally', 'good', 'value', 'money', 'burger', 'bland', 'extremely', 'fast', 'efficient', 'service', 'even', 'sunday', 'brunch', 'shift']"
The Only Place,"13, Museum Road, Church Street, Bangalore",being an international here its been stressful lately to get a nice steak until we had the chance to locate the only place,4.0,"['international', 'stressful', 'lately', 'get', 'nice', 'steak', 'chance', 'locate', 'place']"
The Only Place,"13, Museum Road, Church Street, Bangalore",really pathetic bad service not that it was slow but they were grumpy as hell and judging us probably this was the worst service i ever experienced in my life,2.0,"['really', 'pathetic', 'bad', 'service', 'slow', 'grumpy', 'hell', 'judging', 'u', 'probably', 'worst', 'service', 'ever', 'experienced', 'life']"
The Only Place,"13, Museum Road, Church Street, Bangalore",love the experience here had steak cheese burgerfish and chips few other dishes loved the recommendations from the host,5.0,"['love', 'experience', 'steak', 'cheese', 'burgerfish', 'chip', 'dish', 'loved', 'recommendation', 'host']"
The Only Place,"13, Museum Road, Church Street, Bangalore",love how theyve maintained the authenticity factor old school and love it,5.0,"['love', 'theyve', 'maintained', 'authenticity', 'factor', 'old', 'school', 'love']"
The Only Place,"13, Museum Road, Church Street, Bangalore",great food and a nostalgic place but the captain was rude and unfriendly the other staff were polite so overall it was still a good experience,3.0,"['great', 'food', 'nostalgic', 'place', 'captain', 'rude', 'unfriendly', 'staff', 'polite', 'overall', 'still', 'good', 'experience']"
The Only Place,"13, Museum Road, Church Street, Bangalore",nice ambience but the food was average the order was wrong and mosquitoes made the visit uncomfortable,2.0,"['nice', 'ambience', 'food', 'average', 'order', 'wrong', 'mosquito', 'made', 'visit', 'uncomfortable']"
The Only Place,"13, Museum Road, Church Street, Bangalore",great steaks and a wholesome experience though a few flies can be annoying because of the open seating,4.0,"['great', 'steak', 'wholesome', 'experience', 'though', 'fly', 'annoying', 'open', 'seating']"
The Only Place,"13, Museum Road, Church Street, Bangalore",the food is easy on the pocket yet delicious service can be a bit slow at times,4.0,"['food', 'easy', 'pocket', 'yet', 'delicious', 'service', 'bit', 'slow', 'time']"
The Only Place,"13, Museum Road, Church Street, Bangalore",good food friendly staff and a nice place to visitill definitely come back,5.0,"['good', 'food', 'friendly', 'staff', 'nice', 'place', 'visitill', 'definitely', 'come', 'back']"
The Only Place,"13, Museum Road, Church Street, Bangalore",the food is average place is hyped disappointed,1.0,"['food', 'average', 'place', 'hyped', 'disappointed']"
The Only Place,"13, Museum Road, Church Street, Bangalore",the steak was good but the food was average and the floor manager was rude,3.0,"['steak', 'good', 'food', 'average', 'floor', 'manager', 'rude']"
The Only Place,"13, Museum Road, Church Street, Bangalore",poor food and unfriendly service made the experience disappointing,2.0,"['poor', 'food', 'unfriendly', 'service', 'made', 'experience', 'disappointing']"
The Only Place,"13, Museum Road, Church Street, Bangalore",garlic bread was good but the burger and lamb steak were disappointing and lacked quality,1.0,"['garlic', 'bread', 'good', 'burger', 'lamb', 'steak', 'disappointing', 'lacked', 'quality']"
The Only Place,"13, Museum Road, Church Street, Bangalore",great steaks but the rude staff and poor service spoiled the experience,3.0,"['great', 'steak', 'rude', 'staff', 'poor', 'service', 'spoiled', 'experience']"
The Only Place,"13, Museum Road, Church Street, Bangalore",good abience food and staff a cozy little place with bangin food amust visit in blore,5.0,"['good', 'abience', 'food', 'staff', 'cozy', 'little', 'place', 'bangin', 'food', 'amust', 'visit', 'blore']"
The Only Place,"13, Museum Road, Church Street, Bangalore",excellent food,5.0,"['excellent', 'food']"
The Only Place,"13, Museum Road, Church Street, Bangalore",its historic and authentic spot but id recommend it only if youre a steak loverservice is really good,3.0,"['historic', 'authentic', 'spot', 'id', 'recommend', 'youre', 'steak', 'loverservice', 'really', 'good']"
The Only Place,"13, Museum Road, Church Street, Bangalore",staff is very arrogant and rude,3.0,"['staff', 'arrogant', 'rude']"
The Only Place,"13, Museum Road, Church Street, Bangalore",the steak was tough the service was poor and i wouldnt recommend this place,1.0,"['steak', 'tough', 'service', 'poor', 'wouldnt', 'recommend', 'place']"
The Only Place,"13, Museum Road, Church Street, Bangalore",the food and service were disappointing and the place has lost its old quality,1.0,"['food', 'service', 'disappointing', 'place', 'lost', 'old', 'quality']"
The Only Place,"13, Museum Road, Church Street, Bangalore",service is poor and taste is unsatisfactory,1.0,"['service', 'poor', 'taste', 'unsatisfactory']"
The Only Place,"13, Museum Road, Church Street, Bangalore",dont trust the reviews food is not good,1.0,"['dont', 'trust', 'review', 'food', 'good']"
The Only Place,"13, Museum Road, Church Street, Bangalore",good food but the rude manager and poor service make the experience frustrating,1.0,"['good', 'food', 'rude', 'manager', 'poor', 'service', 'make', 'experience', 'frustrating']"
The Only Place,"13, Museum Road, Church Street, Bangalore",just amazing food,5.0,"['amazing', 'food']"
The Only Place,"13, Museum Road, Church Street, Bangalore",the food quality has dropped and the rude staff made the experience disappointing,1.0,"['food', 'quality', 'dropped', 'rude', 'staff', 'made', 'experience', 'disappointing']"
The Only Place,"13, Museum Road, Church Street, Bangalore",worst food i ever had vegetables were half cooked,1.0,"['worst', 'food', 'ever', 'vegetable', 'half', 'cooked']"
The Only Place,"13, Museum Road, Church Street, Bangalore",delicious food great steaks and excellent value for moneyhighly recommended,4.0,"['delicious', 'food', 'great', 'steak', 'excellent', 'value', 'moneyhighly', 'recommended']"
The Only Place,"13, Museum Road, Church Street, Bangalore",the food tasted bad and we think it caused food poisoning,1.0,"['food', 'tasted', 'bad', 'think', 'caused', 'food', 'poisoning']"
